ANO,DEWEY PRINCIPAL,TIPO_AGENTE,REGION,IDIOMA DE ORIGEN,CANTIDAD,TOP_DESTINOS,TOP_EDITORIALES,TOP_DEWEYS
2021,TODOS,AMBAS,BRASIL,RUSO,20,PORTUGUÉS::14~~LENGUA NO DETERMINADA::5~~ESPAÑOL::1,COMPANHIA DAS LETRAS::3~~BERLENDIS E VERTECCHIA::2~~BOITEMPO::2~~EDITORA ARS REGIA::2~~EDUARDO SANTOS ZOMKOWSKI 03633143939::2,Literaturas de otras lenguas::8~~CIENCIAS SOCIALES::2~~FILOSOFÍA Y PSICOLOGÍA::2~~Psicología::2~~Biografía. genealogía. insignias::1
2021,TODOS,AMBAS,RESTO DE LATAM,ALEMÁN,209,ESPAÑOL::204~~MULTILINGÜE::4~~ALEMÁN::1,NUEVA EDITORIAL IZTACCIHUATL::20~~PENGUIN RANDOM HOUSE::14~~EDITORIAL TEMIS::11~~GRUPO PLANETA::11~~PANAMERICANA LIBRERIA Y PAPELERIA::10,Novelística alemana::34~~Literatura infantil::21~~Psicología::19~~Derecho::10~~FILOSOFÍA Y PSICOLOGÍA::9
2021,TODOS,AMBAS,RESTO DE LATAM,CHINO,37,ESPAÑOL::32~~MULTILINGÜE::4~~CHINO::1,LID EDITORIAL MEXICANA::4~~COMERCIAL SIMPLEMENTE EDITORES SPA.::2~~EDITORES MEXICANOS UNIDOS::2~~EDITORIAL LECTORUM::2~~EDITORIAL OCEANO::2,Literatura china::11~~Ideologías políticas::4~~LITERATURA Y RETÓRICA::3~~Arquitectura paisajística::2~~Budismo::2
2021,TODOS,AMBAS,RESTO DE LATAM,ESPAÑOL,290,INGLÉS::140~~MULTILINGÜE::104~~PORTUGUÉS::21~~FRANCÉS::10~~NÁHUATL::6,LA TORRE DEL VIGIA::62~~G12 EDITORES SAS::24~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::13~~EDUCACTIVA::12~~MONDRAGON SOTELO RAMON::11,La Biblia::62~~Cristianismo Teología cristiana::24~~Literatura infantil::17~~Literaturas española y portuguesa::16~~Poesía española::13
2021,TODOS,AMBAS,RESTO DE LATAM,FRANCÉS,397,ESPAÑOL::375~~MULTILINGÜE::12~~FRANCÉS::7~~AYMARA::1~~GUARANÍ::1,PENGUIN RANDOM HOUSE::43~~GRUPO PLANETA::35~~EDITORIAL OCEANO::19~~PANAMERICANA LIBRERIA Y PAPELERIA::14~~EDITORES MEXICANOS UNIDOS::13,Novelística francesa::94~~Literatura infantil::60~~LITERATURA Y RETÓRICA::42~~Poesía francesa::13~~Adultos::11
2021,TODOS,AMBAS,RESTO DE LATAM,GRIEGO,24,ESPAÑOL::23~~MULTILINGÜE::1,FONDO DE CULTURA ECONOMICA MEXICO::6~~EDICIONES TACITAS::3~~EDITORES MEXICANOS UNIDOS::2~~ORBILIBRO EDICIONES::2~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2,Literatura griega moderna::7~~Literaturas helénicas  Literatura griega clásica::4~~Poesía griega clásica::3~~Filosofía::2~~LITERATURA Y RETÓRICA::2
2021,TODOS,AMBAS,RESTO DE LATAM,INGLÉS,3271,ESPAÑOL::3161~~INGLÉS::66~~MULTILINGÜE::42~~FRANCÉS::1~~GUARANÍ::1,PENGUIN RANDOM HOUSE::654~~GRUPO PLANETA::431~~EDICIONES URANO::202~~LEXUS EDITORES::188~~GRUPO PANINI::138,Literatura infantil::685~~LITERATURA Y RETÓRICA::271~~Novelística inglesa::261~~Adultos::192~~Retórica de la novelística::144
2021,TODOS,AMBAS,RESTO DE LATAM,ITALIANO,197,ESPAÑOL::193~~MULTILINGÜE::3~~ITALIANO::1,EDITORIAL TEMIS::62~~PENGUIN RANDOM HOUSE::27~~FONDO DE CULTURA ECONOMICA MEXICO::9~~GRUPO PLANETA::7~~EDITORES MEXICANOS UNIDOS::6,Derecho::59~~LITERATURA Y RETÓRICA::21~~Literatura infantil::15~~Novelística italiana::11~~Literatura italiana. rumana. retorromana::9
2021,TODOS,AMBAS,RESTO DE LATAM,JAPONÉS,587,ESPAÑOL::587,GRUPO PANINI::548~~GRUPO EDICIONES KYU PERU S.A.C.::16~~GRUPO PLANETA::10~~EDICIONESAKAL MEXICO::3~~FONDO DE CULTURA ECONOMICA MEXICO::2,Retórica de la novelística::548~~Dibujos animados. caricaturas. tiras caminas::16~~Literatura japonesa::11~~Literatura infantil::7~~Psicología aplicada::2
2021,TODOS,AMBAS,RESTO DE LATAM,LATÍN,17,ESPAÑOL::13~~LATÍN::3~~MULTILINGÜE::1,DORT PUBLICACIONES::4~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::3~~TEOLOGIAPARAVIVIR S.A.C.::2~~AMAR-AZOCAR EDITORES SOCIEDAD LIMITADA - DOBLEAEDITORES::1~~EDITORES MEXICANOS UNIDOS::1,RELIGIÓN::3~~Cristianismo Teología cristiana::2~~Filosofía antigua. medieval. oriental::2~~Poesía y novelística épicas latinas::2~~Ciencia y religión::1
2021,TODOS,AMBAS,RESTO DE LATAM,MULTILINGÜE,31,ESPAÑOL::17~~MULTILINGÜE::14,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::13~~FONDO DE CULTURA ECONOMICA MEXICO::9~~PLURALIA EDICIONES E IMPRESIONES::2~~ALMADIA EDICIONES::1~~EDICIONES DEL AZAR::1,Educación. investigación. temas relacionados con las Artes::10~~Novelística española::6~~Literatura infantil::3~~Poesía española::3~~Literaturas española y portuguesa::2
2021,TODOS,AMBAS,RESTO DE LATAM,PORTUGUÉS,167,ESPAÑOL::157~~MULTILINGÜE::10,FONDO DE CULTURA ECONOMICA MEXICO::22~~LEXUS EDITORES::22~~PENGUIN RANDOM HOUSE::17~~EDITORIAL CAMINOS::7~~GRUPO PLANETA::6,Novelística portuguesa::26~~Literatura infantil::16~~Adultos::15~~Literatura portuguesa::11~~Poesía portuguesa::9
2021,TODOS,AMBAS,RESTO DE LATAM,RUSO,27,ESPAÑOL::25~~MULTILINGÜE::2,"EDITORES MEXICANOS UNIDOS::4~~PENGUIN RANDOM HOUSE::3~~COMERCIALIZADORA CONO SUR LTDA::2~~NEGRET LOPEZ, GERARDO AUGUSTO::2~~TRENDI TRENDS & INNOVATION SAS::2",Novelística rusa::10~~LITERATURA Y RETÓRICA::5~~Literaturas eslavas orientales  Literatura rusa::5~~Poesía rusa::2~~Historia del cristianismo y de la iglesia cristiana::1
2021,TODOS,AUTOR-EDITOR,BRASIL,ALEMÁN,12,PORTUGUÉS::7~~INGLÉS::2~~FRANCÉS::1~~ITALIANO::1~~LENGUA NO DETERMINADA::1,ARTUR HENRIQUE DE FREITAS AVELAR::2~~HORLE BOOKS::2~~LIVROS DA RAPOSA VERMELHA::2~~ANTONIO JOSE FONTOURA JUNIOR::1~~ARTES & ECOS::1,FILOSOFÍA Y PSICOLOGÍA::2~~Lectura y uso de otros medios de información para gente joven::2~~Música::2~~Biografía. genealogía. insignias::1~~CIENCIAS SOCIALES::1
2021,TODOS,AUTOR-EDITOR,BRASIL,ARAMEO,2,ESPAÑOL::1~~LENGUA NO DETERMINADA::1,DIEGO RAIGORODSKY::2,
2021,TODOS,AUTOR-EDITOR,BRASIL,ESPAÑOL,21,PORTUGUÉS::15~~LENGUA NO DETERMINADA::5~~ITALIANO::1,QUADRICULANDO::4~~A MAQUINA DE IDEIAS::2~~IDALIA MOREJON ARNAIZ::2~~PROFESSIO FIDEI::2~~ZARABATANA BOOKS::2,Dibujos animados. caricaturas. tiras caminas::6~~LITERATURA Y RETÓRICA::4~~CIENCIAS NATURALES Y MATEMÁTICAS::2~~Cristianismo Teología cristiana::2~~RELIGIÓN::2
2021,TODOS,AUTOR-EDITOR,BRASIL,FRANCÉS,22,PORTUGUÉS::16~~FRANCÉS::3~~LENGUA NO DETERMINADA::2~~BRETÓN::1,ROSA SANTOS::3~~GLAC EDICOES::2~~HELENA CLAUDIA RODRIGUES PINTO::2~~KATIA MENDONCA::2~~LIVROS DA RAPOSA VERMELHA::2,Lectura y uso de otros medios de información para gente joven::7~~Literatura de las lenguas romances::4~~Colecciones de textos literarios de más de dos literaturas::2~~RELIGIÓN::2~~Ciencia política (Política y gobierno)::1
2021,TODOS,AUTOR-EDITOR,BRASIL,HEBREO,2,PORTUGUÉS::2,DIEGO RAIGORODSKY::2,Parapsicología y ocultismo::2
2021,TODOS,AUTOR-EDITOR,BRASIL,INGLÉS,156,PORTUGUÉS::94~~LENGUA NO DETERMINADA::23~~INGLÉS::22~~ESPAÑOL::6~~ALEMÁN::3,LIVROS DA RAPOSA VERMELHA::8~~ROCCO JOVENS LEITORES::8~~FLAVIO CICATO ENDO::4~~HYPERION COMICS::4~~MARIA GURGEL::4,Lectura y uso de otros medios de información para gente joven::18~~Literatura inglesa e inglesa antigua::16~~RELIGIÓN::11~~Colecciones de textos literarios de más de dos literaturas::8~~LITERATURA Y RETÓRICA::8
2021,TODOS,AUTOR-EDITOR,BRASIL,ITALIANO,8,LENGUA NO DETERMINADA::4~~PORTUGUÉS::4,PEQUENA ZAHAR::2~~SANDRA MAGALDI::2~~ANTONIO JOSE FONTOURA JUNIOR::1~~GABRIEL PAULINO SIQUEIRA JUNIOR::1~~LIVROS DA RAPOSA VERMELHA::1,Lectura y uso de otros medios de información para gente joven::3~~LITERATURA Y RETÓRICA::2~~CIENCIAS SOCIALES::1~~Cristianismo Teología cristiana::1~~RELIGIÓN::1
2021,TODOS,AUTOR-EDITOR,BRASIL,LATÍN,2,LENGUA NO DETERMINADA::1~~PORTUGUÉS::1,CENTRO HUGO DE SAO VITOR::1~~ZOLTAN PAULINI::1,Literaturas itálicas  Literatura latina::1
2021,TODOS,AUTOR-EDITOR,BRASIL,LIBRAS,3,PORTUGUÉS::3,LIZA IOLE DA SILVA CAETANO::1~~LUANA ARRIAL BASTOS::1~~SANDRA ALBUQUERQUE REIS FACHINELLO::1,Biografía. genealogía. insignias::1~~Historia general de otras áreas::1~~LENGUAS::1
2021,TODOS,AUTOR-EDITOR,BRASIL,PORTUGUÉS,86,INGLÉS::43~~LENGUA NO DETERMINADA::18~~ESPAÑOL::12~~ALEMÁN::3~~FRANCÉS::3,PEDRO MENEZES COUTO DE OLIVEIRA::8~~SONIA CRISTINA DE ABREU PESTANA::4~~MARIANA BATISTA RIBEIRO LAGES::3~~CHRISTIANE COUVE DE MURVILLE::2~~GRAZIELA C ANDRADE::2,Poesía portuguesa::9~~LITERATURA Y RETÓRICA::7~~Lectura y uso de otros medios de información para gente joven::7~~Dibujos animados. caricaturas. tiras caminas::6~~Educación::6
2021,TODOS,AUTOR-EDITOR,BRASIL,RUSO,3,PORTUGUÉS::2~~LENGUA NO DETERMINADA::1,ADRIANA ROMANO::1~~GRAZIELA SCHNEIDER URSO::1~~SILVIO MERHY::1,Historia general de otras áreas::1~~Lectura y uso de otros medios de información para gente joven::1~~Música::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,ALEMÁN,8,ESPAÑOL::6~~MULTILINGÜE::2,"SANCHEZ, LEANDRO::3~~CASTIBLANCO AREVALO, LAURA CAROLINA::1~~CASTRO CHAVEZ, ALMA DELIA::1~~KARRER REPNIK, RUDOLF::1~~MORALES GUERRERO, ANDRES GIOVANNY::1",Filosofía crítica::4~~Cartas alemanas::1~~Códigos::1~~Lenguas germánicas Alemán::1~~Narración de cuentos::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,CHINO,2,ESPAÑOL::2,TREVIZO LOYA EDGAR NOE::2,Literatura china::2
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,ESPAÑOL,148,INGLÉS::94~~MULTILINGÜE::37~~ALEMÁN::6~~PORTUGUÉS::4~~FRANCÉS::3,"PINILLA DE BRIGARD, LAURA::8~~ARIZA AZPIROZ, HECTOR FERNANDO::4~~GARCIA CEVALLOS, NELSON CARLOS ANIBAL::4~~RANGEL RAYA, ISRAEL SARAIN::4~~NEUHAUSER, KARIN::3",Literatura infantil::21~~Ciencia política (Política y gobierno)::11~~Novelística española::5~~RELIGIÓN::5~~Crianza de niños y atención domiciliaria de personas::4
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,FRANCÉS,22,ESPAÑOL::21~~MULTILINGÜE::1,"GOMEZ CASTILLO, JESUS ORLANDO::3~~BENDEK JUSTINIANO, EDUARDO::2~~DAVILA BOTETANO, ALEXANDER DAVID::2~~PACHON PINZON, CAMILO ERNESTO::2~~PEREZ MORTERA, HUMBERTO RODRIGO::2",Novelística francesa::4~~Cristianismo Teología cristiana::2~~Eclesiología::2~~Literatura infantil::2~~Poesía francesa::2
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,INGLÉS,82,ESPAÑOL::66~~MULTILINGÜE::7~~PORTUGUÉS::4~~FRANCÉS::2~~RUSO::2,"BOUDREAULT, IANICK::8~~CORTES RAMIREZ, FANNY DIANA::6~~LOPEZ CARDONA, LINA MARCELA::5~~CERNA LOPEZ, MIGUEL ANGEL::4~~WILCHES GALINDO, MARTHA RUTH::4",Geografía y viajes::8~~Cristianismo Teología cristiana::5~~FILOSOFÍA Y PSICOLOGÍA::5~~Literatura inglesa e inglesa antigua::4~~Novelística española::4
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,ITALIANO,8,ESPAÑOL::6~~MULTILINGÜE::2,"BASILIO MALDONADO, MARIO::2~~GALIANO CIFUENTES, EDGAR BAYARDO::1~~GIRALDO DUQUE, CRISTIAN CAMILO::1~~MARTINEZ OLVERA JACINTO::1~~PERILLI MARCO::1",Artes plásticas  Escultura::2~~Poesía italiana::2~~Costumbres de comer. beber; uso de drogas::1~~Filosofía::1~~Inmigración::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,LATÍN,4,ESPAÑOL::3~~MULTILINGÜE::1,"BOTERO RESTREPO, SAUL::2~~QUINTERO MONCADA, ROMEL XAVIER::1~~ZELADA ORELLANA, MARIO EDUARDO ANDRES::1",Música::2~~Cristianismo Teología cristiana::1~~Música sacra::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,MULTILINGÜE,2,MULTILINGÜE::2,FERNANDEZ SABIDO SILVIA FIDELINA::1~~MARTINEZ CALLEJA HUBERT::1,Educación. investigación. temas relacionados con las ciencias naturales::1~~Poesía española::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,POLACO,2,ESPAÑOL::2,"GALLON RODRIGUEZ, ALVARO::1~~TREVIZO LOYA EDGAR NOE::1",Investigación::1~~Poesía española::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,PORTUGUÉS,2,ESPAÑOL::1~~MULTILINGÜE::1,"CUEVA RAMIREZ, ALEJANDRO::1~~FERRARI DIPACCE, ALEJANDRO::1",Biografía. genealogía. insignias::1~~Crítica de la literatura::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,RUSO,1,MULTILINGÜE::1,"CORNEJO UBILLUS, MARCO ANTONIO::1",Poesía rusa::1
2021,TODOS,AUTOR-EDITOR,RESTO DE LATAM,ÁRABE,3,ESPAÑOL::3,"GARCIA, JUAN SIMON::3",Conceptos de Dios::3
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,ALEMÁN,139,PORTUGUÉS::95~~LENGUA NO DETERMINADA::22~~ESPAÑOL::10~~LATÍN::3~~GALLEGO::2,EDITORA VOZES::29~~EDITORA ESTACAO LIBERDADE::10~~LAFONTE::10~~UBOOK EDITORA::8~~EDITORA ILUMINURAS::7,FILOSOFÍA Y PSICOLOGÍA::26~~Literatura de las lenguas germánicas::23~~Cristianismo Teología cristiana::14~~Lectura y uso de otros medios de información para gente joven::14~~LITERATURA Y RETÓRICA::9
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,CHINO,4,PORTUGUÉS::2~~ITALIANO::1~~LENGUA NO DETERMINADA::1,PE DA LETRA::2~~EDITORA ESTACAO LIBERDADE::1~~LIVRARIAS FAMILIA CRISTA::1,LITERATURA Y RETÓRICA::2~~El proceso político::1~~Literaturas de otras lenguas::1
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,ESPAÑOL,181,PORTUGUÉS::139~~LENGUA NO DETERMINADA::24~~INGLÉS::9~~ITALIANO::4~~FRANCÉS::2,EDITORA MOINHOS::12~~IGA FENIX EDITORA::12~~LEABHAR BOOKS::9~~CAROCHINHA::7~~EDITORA VIDA::7,Lectura y uso de otros medios de información para gente joven::27~~Literaturas española y portuguesa::18~~Cristianismo Teología cristiana::14~~Literaturas de otras lenguas::14~~Psicología::14
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,FRANCÉS,386,PORTUGUÉS::253~~LENGUA NO DETERMINADA::69~~ESPAÑOL::32~~INGLÉS::17~~FRANCÉS::6,FEB::34~~LIVRARIAS FAMILIA CRISTA::31~~LAFONTE::25~~EDITORA VOZES::21~~PARABOLA EDITORIAL::19,Literatura de las lenguas romances::104~~RELIGIÓN::47~~Lectura y uso de otros medios de información para gente joven::31~~FILOSOFÍA Y PSICOLOGÍA::24~~LITERATURA Y RETÓRICA::24
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,GRIEGO,14,PORTUGUÉS::5~~ESPAÑOL::3~~LENGUA NO DETERMINADA::2~~CATALÁN::1~~CHECO::1,EDITORA ILUMINURAS::4~~EDICOES NOVA ACROPOLE::2~~EDITORA VOZES::2~~FOSFORO::2~~EDITORA MADAMU::1,FILOSOFÍA Y PSICOLOGÍA::7~~Literaturas helénicas  Literatura griega clásica::4~~Historia del cristianismo y de la iglesia cristiana::1~~Ética (Filosofía moral)::1
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,INGLÉS,4321,PORTUGUÉS::3144~~LENGUA NO DETERMINADA::752~~ESPAÑOL::203~~INGLÉS::50~~FRANCÉS::44,UBOOK EDITORA::566~~GRUPO PANINI::486~~EDITORA SEXTANTE::188~~EDITORA ARQUEIRO LTDA::187~~LIVRARIAS FAMILIA CRISTA::166,Dibujos animados. caricaturas. tiras caminas::533~~Literatura inglesa e inglesa antigua::455~~LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::452~~Lectura y uso de otros medios de información para gente joven::332~~LITERATURA Y RETÓRICA::260
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,ITALIANO,100,PORTUGUÉS::70~~LENGUA NO DETERMINADA::16~~ESPAÑOL::8~~INGLÉS::3~~BRETÓN::1,ANEAS EDICOES LOYOLA::11~~EDITORA CIDADE NOVA::11~~EDITORA PAULINAS::6~~LPM EDITORES::6~~GRUPO EDITORIAL RECORD::5,Literatura italiana. rumana. retorromana::21~~Ordenes cristianas e iglesia local::14~~Lectura y uso de otros medios de información para gente joven::10~~Derecho::6~~Moral cristiana y teología piadosa::5
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,JAPONÉS,279,LENGUA NO DETERMINADA::142~~PORTUGUÉS::67~~INGLÉS::64~~FRANCÉS::4~~ESPAÑOL::2,JAPORAMA EDITORA E COMUNICACAO::193~~NEWPOP EDITORA::32~~PIPOCA E NANQUIM EDITORA LTDA::18~~EDITORA ESTACAO LIBERDADE::14~~EDITORA BRASIL SEIKYO::6,Dibujos animados. caricaturas. tiras caminas::243~~Literaturas de otras lenguas::14~~LITERATURA Y RETÓRICA::8~~RELIGIÓN::7~~Metafísica::2
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,LATÍN,15,PORTUGUÉS::10~~LENGUA NO DETERMINADA::3~~CATALÁN::1~~FRANCÉS::1,EDITORA VOZES::4~~LAFONTE::4~~LIVRARIAS FAMILIA CRISTA::3~~PARABOLA EDITORIAL::2~~KOTTER EDITORIAL::1,FILOSOFÍA Y PSICOLOGÍA::6~~LITERATURA Y RETÓRICA::3~~LENGUAS::2~~Ciencia política (Política y gobierno)::1~~Cristianismo Teología cristiana::1
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,NEERLANDÉS,14,PORTUGUÉS::12~~LENGUA NO DETERMINADA::2,CAROCHINHA::2~~COMPANHIA DAS LETRAS::2~~GRUPO PLANETA::2~~LIVRARIA MARTINS FONTES EDITORA::2~~PE DA LETRA::2,Lectura y uso de otros medios de información para gente joven::5~~LITERATURA Y RETÓRICA::3~~Literaturas de otras lenguas::2~~Colecciones de textos literarios de más de dos literaturas::1~~GEOGRAFÍA E HISTORIA::1
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,PORTUGUÉS,497,INGLÉS::311~~ESPAÑOL::106~~LENGUA NO DETERMINADA::44~~ITALIANO::20~~ALEMÁN::8,GRUPO PANINI::49~~UBOOK EDITORA::48~~CAROCHINHA::40~~FEB::27~~EDITORA BELAS LETRAS::25,Dibujos animados. caricaturas. tiras caminas::57~~Lectura y uso de otros medios de información para gente joven::53~~LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::32~~Literatura inglesa e inglesa antigua::29~~Ciencias médicas  Medicina::28
2021,TODOS,EDITORIAL COMERCIAL,BRASIL,RUSO,20,PORTUGUÉS::14~~LENGUA NO DETERMINADA::5~~ESPAÑOL::1,COMPANHIA DAS LETRAS::3~~BERLENDIS E VERTECCHIA::2~~BOITEMPO::2~~EDITORA ARS REGIA::2~~EDUARDO SANTOS ZOMKOWSKI 03633143939::2,Literaturas de otras lenguas::8~~CIENCIAS SOCIALES::2~~FILOSOFÍA Y PSICOLOGÍA::2~~Psicología::2~~Biografía. genealogía. insignias::1
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,ALEMÁN,193,ESPAÑOL::191~~ALEMÁN::1~~MULTILINGÜE::1,NUEVA EDITORIAL IZTACCIHUATL::20~~PENGUIN RANDOM HOUSE::14~~EDITORIAL TEMIS::11~~GRUPO PLANETA::11~~PANAMERICANA LIBRERIA Y PAPELERIA::10,Novelística alemana::34~~Literatura infantil::21~~Psicología::19~~Derecho::9~~FILOSOFÍA Y PSICOLOGÍA::9
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,CHINO,29,ESPAÑOL::25~~MULTILINGÜE::3~~CHINO::1,LID EDITORIAL MEXICANA::4~~COMERCIAL SIMPLEMENTE EDITORES SPA.::2~~EDITORES MEXICANOS UNIDOS::2~~EDITORIAL LECTORUM::2~~EDITORIAL OCEANO::2,Literatura china::8~~Ideologías políticas::4~~LITERATURA Y RETÓRICA::3~~Budismo::2~~Literatura infantil::2
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,ESPAÑOL,238,INGLÉS::110~~MULTILINGÜE::94~~PORTUGUÉS::18~~NÁHUATL::6~~FRANCÉS::4,LA TORRE DEL VIGIA::62~~G12 EDITORES SAS::24~~EDUCACTIVA::12~~MONDRAGON SOTELO RAMON::11~~SIOJRIN GONZALEZ GERMAN VICTOR::6,La Biblia::62~~Cristianismo Teología cristiana::24~~Literatura infantil::17~~Literaturas española y portuguesa::13~~Poesía española::13
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,FRANCÉS,365,ESPAÑOL::347~~MULTILINGÜE::8~~FRANCÉS::7~~AYMARA::1~~GUARANÍ::1,PENGUIN RANDOM HOUSE::43~~GRUPO PLANETA::35~~EDITORIAL OCEANO::19~~PANAMERICANA LIBRERIA Y PAPELERIA::14~~EDITORES MEXICANOS UNIDOS::13,Novelística francesa::94~~Literatura infantil::60~~LITERATURA Y RETÓRICA::42~~Adultos::11~~Lógica::11
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,GRIEGO,22,ESPAÑOL::21~~MULTILINGÜE::1,FONDO DE CULTURA ECONOMICA MEXICO::6~~EDICIONES TACITAS::3~~EDITORES MEXICANOS UNIDOS::2~~ORBILIBRO EDICIONES::2~~UNIVERSITARIA S.A::2,Literatura griega moderna::7~~Literaturas helénicas  Literatura griega clásica::4~~Poesía griega clásica::3~~LITERATURA Y RETÓRICA::2~~Poesía y novelística épicas griegas clásicas::2
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,INGLÉS,3129,ESPAÑOL::3031~~INGLÉS::66~~MULTILINGÜE::30~~FRANCÉS::1~~GUARANÍ::1,PENGUIN RANDOM HOUSE::654~~GRUPO PLANETA::431~~EDICIONES URANO::202~~LEXUS EDITORES::188~~GRUPO PANINI::138,Literatura infantil::685~~LITERATURA Y RETÓRICA::271~~Novelística inglesa::261~~Adultos::192~~Retórica de la novelística::143
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,ITALIANO,182,ESPAÑOL::180~~ITALIANO::1~~MULTILINGÜE::1,EDITORIAL TEMIS::62~~PENGUIN RANDOM HOUSE::27~~FONDO DE CULTURA ECONOMICA MEXICO::9~~GRUPO PLANETA::7~~EDITORES MEXICANOS UNIDOS::6,Derecho::59~~LITERATURA Y RETÓRICA::21~~Literatura infantil::15~~Novelística italiana::11~~Literatura italiana. rumana. retorromana::9
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,JAPONÉS,587,ESPAÑOL::587,GRUPO PANINI::548~~GRUPO EDICIONES KYU PERU S.A.C.::16~~GRUPO PLANETA::10~~EDICIONESAKAL MEXICO::3~~FONDO DE CULTURA ECONOMICA MEXICO::2,Retórica de la novelística::548~~Dibujos animados. caricaturas. tiras caminas::16~~Literatura japonesa::11~~Literatura infantil::7~~Psicología aplicada::2
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,LATÍN,12,ESPAÑOL::8~~LATÍN::3~~MULTILINGÜE::1,DORT PUBLICACIONES::4~~TEOLOGIAPARAVIVIR S.A.C.::2~~AMAR-AZOCAR EDITORES SOCIEDAD LIMITADA - DOBLEAEDITORES::1~~EDITORES MEXICANOS UNIDOS::1~~EDITORIAL LECTORUM::1,RELIGIÓN::3~~Cristianismo Teología cristiana::2~~Filosofía antigua. medieval. oriental::2~~Poesía y novelística épicas latinas::2~~Ciencia y religión::1
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,NEERLANDÉS,24,ESPAÑOL::23~~MULTILINGÜE::1,GRUPO PLANETA::6~~FONDO DE CULTURA ECONOMICA MEXICO::3~~PENGUIN RANDOM HOUSE::3~~EDITORIAL OCEANO::2~~TEOLOGIAPARAVIVIR S.A.C.::2,Literatura infantil::8~~Crónicas y temas especiales::3~~Gente joven::2~~LITERATURA Y RETÓRICA::2~~Literatura inglesa e inglesa antigua::2
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,PORTUGUÉS,148,ESPAÑOL::141~~MULTILINGÜE::7,FONDO DE CULTURA ECONOMICA MEXICO::22~~LEXUS EDITORES::22~~PENGUIN RANDOM HOUSE::17~~EDITORIAL CAMINOS::7~~GRUPO PLANETA::6,Novelística portuguesa::26~~Literatura infantil::16~~Adultos::15~~Literatura portuguesa::8~~Poesía portuguesa::8
2021,TODOS,EDITORIAL COMERCIAL,RESTO DE LATAM,RUSO,24,ESPAÑOL::24,"EDITORES MEXICANOS UNIDOS::4~~PENGUIN RANDOM HOUSE::3~~COMERCIALIZADORA CONO SUR LTDA::2~~NEGRET LOPEZ, GERARDO AUGUSTO::2~~TRENDI TRENDS & INNOVATION SAS::2",Novelística rusa::10~~LITERATURA Y RETÓRICA::5~~Literaturas eslavas orientales  Literatura rusa::5~~Historia del cristianismo y de la iglesia cristiana::1~~Literatura infantil::1
2021,TODOS,EDITORIAL UNIVERSITARIA,BRASIL,ALEMÁN,3,PORTUGUÉS::2~~ESPAÑOL::1,EDUSP::2~~FACULDADE SANTISSIMA TRINDADE::1,FILOSOFÍA Y PSICOLOGÍA::1~~Literatura de las lenguas germánicas::1~~Música::1
2021,TODOS,EDITORIAL UNIVERSITARIA,BRASIL,ESPAÑOL,3,PORTUGUÉS::3,EDUSP::2~~UNESC::1,Sociología y antropología::2~~LITERATURA Y RETÓRICA::1
